"ROC_observed_outcome","ROC_observed_corrected","sum_low_risk","sum_medium_risk","sum_high_risk","sum_outcome_observed","sum_outcome_true","sum_high_risk_observed","sum_high_risk_true","sum_medium_risk_observed","sum_medium_risk_true","sum_low_risk_observed","sum_low_risk_true","mean_age_low_risk_true","mean_age_medium_risk_true","mean_age_high_risk_true"
0.724429539986878,0.770660251274688,724,326,241,44,44,20,15,11,8,13,21,42.2213587541649,41.3889736259366,43.5635025489192
0.702636968766001,0.76141298189142,728,353,210,31,44,14,12,8,12,9,20,42.2213587541649,41.3889736259366,43.5635025489192
0.75156764139815,0.814996451035521,714,349,228,52,101,26,32,15,29,11,40,42.2213587541649,41.3889736259366,43.5635025489192
0.725285534728674,0.76815787147418,762,333,196,29,39,11,9,9,10,9,20,42.2213587541649,41.3889736259366,43.5635025489192
0.681075697211155,0.726670173749222,735,347,209,36,52,14,12,10,11,12,29,42.2213587541649,41.3889736259366,43.5635025489192
0.721135211687537,0.750499489585074,716,344,231,43,53,16,16,17,16,10,21,42.2213587541649,41.3889736259366,43.5635025489192
0.753628653794583,0.79553085537448,722,330,239,48,48,27,20,10,8,11,20,42.2213587541649,41.3889736259366,43.5635025489192
0.69781735638205,0.737108607518527,720,340,231,46,45,21,15,14,9,11,21,42.2213587541649,41.3889736259366,43.5635025489192
0.608086555454976,0.644156253574024,709,368,214,37,33,12,6,10,9,15,18,42.2213587541649,41.3889736259366,43.5635025489192
0.735333419543946,0.805366882532797,710,356,225,37,108,20,31,7,29,10,48,42.2213587541649,41.3889736259366,43.5635025489192
0.745928062436376,0.764347285417464,703,358,230,28,32,12,14,11,7,5,11,42.2213587541649,41.3889736259366,43.5635025489192
0.759053658536585,0.804817848379318,700,369,222,41,62,23,14,11,18,7,30,42.2213587541649,41.3889736259366,43.5635025489192
0.770173304955914,0.843194223459867,714,359,218,26,22,15,5,6,5,5,12,42.2213587541649,41.3889736259366,43.5635025489192
0.713619512195122,0.769411326184568,696,369,226,41,48,18,12,13,14,10,22,42.2213587541649,41.3889736259366,43.5635025489192
0.781206340029869,0.825661125447495,733,341,217,33,51,19,13,7,16,7,22,42.2213587541649,41.3889736259366,43.5635025489192
0.750939442115913,0.800238183200184,724,350,217,33,67,13,18,12,20,8,29,42.2213587541649,41.3889736259366,43.5635025489192
0.779591792749688,0.842354527609729,697,355,239,37,127,20,33,10,31,7,63,42.2213587541649,41.3889736259366,43.5635025489192
0.755324813631523,0.797972935066108,712,346,233,39,67,20,18,10,21,9,28,42.2213587541649,41.3889736259366,43.5635025489192
